section,subsection,item_number,name,traditional_name,description,price
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,10,Kadhi Hing Jeera Rasoi,,Cumin and asafoetida tempered kadhi,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,11,Kadhi Boondi Darbari,,Kadhi with soft boondi pearls,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,12,Kadhi Kaju Kishmish Shahi,,Kadhi enriched with dry fruits,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,13,Kadhi Tamatar Khatti Meethi,,Tangy sweet tomato kadhi,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,14,Kadhi Pudina Vilas,,Mint flavoured refreshing kadhi,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,15,Kadhi Adraki Rasoi Shahi,,Ginger infused kadhi with aromatic spices,
The Shahi Mithai Khazana,,1,Kaju Katli Rajsi Vilas,,Silky cashew fudge crafted to perfection,
The Shahi Mithai Khazana,,2,Pista Barfi Darbari Delight,,Smooth pistachio fudge with rich flavour,
The Shahi Mithai Khazana,,3,Anjeer Dry Fruit Barfi Khazana,,Fig-based mithai enriched with premium nuts,
The Shahi Mithai Khazana,,4,Badam Katli Shahi Rasoi,,Almond fudge with delicate sweetness,
The Shahi Mithai Khazana,,5,Kesar Peda Rajwada,,Milk peda infused with saffron aroma,
The Shahi Mithai Khazana,,6,Mathura Peda Rajsi Khaas,,Traditional khoya peda with rich texture,
The Shahi Mithai Khazana,,7,Doodh Barfi Shahi Vilas,,Classic milk fudge with smooth finish,
The Shahi Mithai Khazana,,8,Chocolate Barfi Fusion Rajsi,,Modern chocolate-infused Indian fudge,
The Shahi Mithai Khazana,,9,Coconut Barfi Darbari,,Soft coconut fudge with mild sweetness,
The Shahi Mithai Khazana,,10,Rose Petal Barfi Rajputana,,Fragrant gulkand infused sweet delicacy,
The Shahi Mithai Khazana,,11,Motichoor Ladoo Rajwada,,Fine boondi laddoos with rich ghee flavour,
The Shahi Mithai Khazana,,12,Besan Ladoo Shahi Khazana,,Roasted gram flour laddoos with nutty aroma,
The Shahi Mithai Khazana,,13,Dry Fruit Ladoo Rajsi Vilas,,Nutrient-rich laddoos loaded with premium dry fruits,
The Shahi Mithai Khazana,,14,Atta Ladoo Darbari Rasoi,,Whole wheat laddoos with traditional richness,
The Shahi Mithai Khazana,,15,Til Gur Ladoo Rajputana,,Sesame and jaggery laddoos with rustic sweetness,
The Shahi Mithai Khazana,,16,Churma Ladoo Rajsi Khazana,,Classic Rajasthani wheat crumble laddoos,
The Shahi Mithai Khazana,,17,Meva Bati Shahi Vilas,,Stuffed sweet bati filled with dry fruits,
The Shahi Mithai Khazana,,18,Balushahi Darbari Delight,,Flaky layered sweet soaked in light syrup,
The Shahi Mithai Khazana,,19,Imarti Shahi Crunch,,Crisp traditional sweet with saffron glaze,
The Shahi Mithai Khazana,,20,Mawa Kachori Rajwada,,Stuffed khoya kachori with rich filling,
The Shahi Mithai Khazana,,21,Dry Fruit Roll Rajsi Khazana,,Assorted nuts rolled into rich mithai logs,
The Shahi Mithai Khazana,,22,Kaju Pista Roll Darbari,,Cashew and pistachio layered sweet rolls,
The Shahi Mithai Khazana,,23,Paan Ladoo Shahi Vilas,,Refreshing betel-flavoured laddoos,
The Shahi Mithai Khazana,,24,Gond Ladoo Rajputana,,Edible gum laddoos with rich traditional taste,
The Shahi Mithai Khazana,,25,Mysore Pak Shahi Rasoi,,Soft ghee-rich gram flour sweet,
The Shahi Mithai Khazana,,26,Soan Papdi Rajsi Delight,,Flaky layered sweet with light texture,
The Shahi Mithai Khazana,,27,Kesar Soan Papdi Darbari,,Saffron infused flaky sweet delicacy,
The Shahi Mithai Khazana,,28,Patisa Khazana Shahi,,Rich flaky sweet with melt-in-mouth texture,
The Shahi Mithai Khazana,,29,Kaju Anjeer Roll Rajsi,,Cashew and fig layered premium mithai,
The Shahi Mithai Khazana,,30,Badam Pista Ladoo Darbari,,Nut-rich laddoos with royal flavour,
The Shai Live Mithai Rasoi,,1,Malpua Rabdi Rajsi Vilas,,Soft saffron malpua served with rich rabdi,
The Shai Live Mithai Rasoi,,2,Ghewar Rabdi Shahi Angan,,Crisp ghewar topped with chilled rabdi,
The Shai Live Mithai Rasoi,,3,Balushahi Garma Garam Darbar,,Flaky warm balushahi dipped in light syrup,
The Shai Live Mithai Rasoi,,4,Imarti Rabdi Rajwada,,Hot imarti paired with creamy rabdi,
The Shai Live Mithai Rasoi,,5,Gajar Halwa Shahi Kadai,,Fresh carrot halwa slow-cooked in ghee,
The Shai Live Mithai Rasoi,,6,Atta Halwa Rajputana Rasoi,,Whole wheat halwa with ghee richness,
The Shai Live Mithai Rasoi,,7,Badam Halwa Zafrani Khazana,,Almond halwa infused with saffron,
The Shai Live Mithai Rasoi,,8,Anjeer Halwa Shahi Vilas,,Fig-based halwa with dry fruit richness,
The Shai Live Mithai Rasoi,,9,Kaju Halwa Darbari Delight,,Cashew halwa with smooth texture,
The Shai Live Mithai Rasoi,,10,Pista Halwa Rajsi Indulgence,,Pistachio halwa with rich flavour,
The Shai Live Mithai Rasoi,,11,Chocolate Jalebi Fusion Shahi,,Crispy jalebi with chocolate drizzle,
The Shai Live Mithai Rasoi,,12,Gur Jalebi Desi Khaas,,Jaggery-based jalebi with rustic sweetness,
The Shai Live Mithai Rasoi,,13,Rabdi Jalebi Royal Platter,,Hot jalebi served with thick rabdi,
The Shai Live Mithai Rasoi,,14,Paneer Jalebi Shahi Twist,,Soft paneer jalebi with syrup glaze,
The Shai Live Mithai Rasoi,,15,Malai Ghewar Live Rajwada,,Fresh ghewar assembled with malai topping,
The Shai Live Mithai Rasoi,,16,Stuffed Gulab Jamun Khazana,,Gulab jamun filled with dry fruits,
The Shai Live Mithai Rasoi,,17,Kesar Gulab Jamun Rajsi,,Saffron flavoured gulab jamun,
The Shai Live Mithai Rasoi,,18,Rabdi Gulab Jamun Darbar,,Gulab jamun served with rabdi topping,
The Shai Live Mithai Rasoi,,19,Mini Malpua Shot Vilas,,Bite-sized malpua with rabdi drizzle,
The Shai Live Mithai Rasoi,,20,Shahi Tukda Zafrani Rasoi,,Fried bread dessert soaked in saffron milk,
The Shai Live Mithai Rasoi,,21,Double Ka Meetha Darbari,,Hyderabadi bread pudding with nuts,
The Shai Live Mithai Rasoi,,22,Kesar Phirni Live Handi,,Freshly set saffron phirni in earthen pots,
The Shai Live Mithai Rasoi,,23,Rabdi Malai Khazana Shahi,,Thickened milk dessert served fresh,
The Shai Live Mithai Rasoi,,24,Doodh Jalebi Rajputana Fusion,,Jalebi dipped in hot milk,
The Shai Live Mithai Rasoi,,25,Gond Halwa Rajwada Vilas,,Traditional edible gum halwa with ghee,
The Shai Live Mithai Rasoi,,26,Singhare Halwa Shahi Rasoi,,Water chestnut flour halwa,
The Shai Live Mithai Rasoi,,27,Makhan Mishri Darbari Delight,,Sweetened butter with sugar crystals,
The Shai Live Mithai Rasoi,,28,Til Gur Halwa Rajsi,,Sesame and jaggery halwa with rustic touch,
The Shai Live Mithai Rasoi,,29,Dry Fruit Halwa Khazana Shahi,,Mixed dry fruit halwa rich in flavour,
The Shai Live Mithai Rasoi,,30,Mewa Malpua Royal Indulgence,,Malpua loaded with dry fruits and rabdi,
The Royal Sweet Connoisseur's Collection,,1,Chocolate Motichoor Ladoo Rajsi Fusion,,Classic motichoor infused with rich chocolate notes,
The Royal Sweet Connoisseur's Collection,,2,Belgian Chocolate Barfi Darbari,,Silky chocolate fudge with Indian mithai texture,
The Royal Sweet Connoisseur's Collection,,3,Chocolate Peda Shahi Indulgence,,Milk peda blended with premium cocoa,
The Royal Sweet Connoisseur's Collection,,4,Chocolate Ghewar Vilas,,Crisp ghewar layered with chocolate glaze,
The Royal Sweet Connoisseur's Collection,,5,Nutella Ladoo Rajwada Delight,,Hazelnut chocolate laddoos with Indian twist,
The Royal Sweet Connoisseur's Collection,,6,Chocolate Kaju Katli Royale,,Cashew fudge enhanced with chocolate layering,
The Royal Sweet Connoisseur's Collection,,7,Choco Anjeer Barfi Khazana,,Fig mithai infused with chocolate richness,
The Royal Sweet Connoisseur's Collection,,8,Brownie Barfi Rajsi Treat,,Fudge brownie styled Indian sweet,
The Royal Sweet Connoisseur's Collection,,9,Chocolate Mysore Pak Darbari,,Traditional Mysore pak with cocoa twist,
The Royal Sweet Connoisseur's Collection,,10,Chocolate Soan Papdi Fusion,,Flaky sweet infused with chocolate flavour,
The Royal Sweet Connoisseur's Collection,,11,Strawberry Pista Barfi Rajsi,,Pistachio fudge with strawberry infusion,
The Royal Sweet Connoisseur's Collection,,12,Mango Kalakand Shahi Vilas,,Milk sweet blended with mango pulp,
The Royal Sweet Connoisseur's Collection,,13,Blueberry Barfi Darbari Delight,,Berry-infused milk fudge,
The Royal Sweet Connoisseur's Collection,,14,Orange Zest Kaju Katli Rajwada,,Cashew sweet with citrus notes,
The Royal Sweet Connoisseur's Collection,,15,Pineapple Coconut Barfi Khazana,,Tropical flavours in soft mithai,
The Royal Sweet Connoisseur's Collection,,16,Anjeer Walnut Fusion Roll Rajsi,,Fig and walnut layered mithai roll,
The Royal Sweet Connoisseur's Collection,,17,Rose Gulkand Ladoo Shahi,,Fragrant rose petal laddoos,
The Royal Sweet Connoisseur's Collection,,18,Paan Chocolate Ladoo Darbar,,Paan flavoured laddoos with chocolate twist,
The Royal Sweet Connoisseur's Collection,,19,Dry Fruit Berry Delight Barfi,,Mixed berries with dry fruit mithai,
The Royal Sweet Connoisseur's Collection,,20,Apple Cinnamon Halwa Fusion Rajsi,,Apple halwa with warm spice notes,
The Royal Sweet Connoisseur's Collection,,21,Rasmalai Cheesecake Bites Shahi,,Cheesecake inspired mithai with rasmalai flavour,
The Royal Sweet Connoisseur's Collection,,22,Gulab Jamun Cheesecake Rajsi,,Fusion of gulab jamun and creamy cheesecake,
The Royal Sweet Connoisseur's Collection,,23,Motichoor Ladoo Cheesecake Vilas,,Layered dessert with motichoor base,
The Royal Sweet Connoisseur's Collection,,24,Rabdi Tres Leches Darbari,,Milk cake soaked in rabdi style syrup,
The Royal Sweet Connoisseur's Collection,,25,Kalakand Cheesecake Khazana,,Milk sweet meets cheesecake texture,
The Royal Sweet Connoisseur's Collection,,26,Paan Mousse Mithai Cups Rajwada,,Paan flavoured mousse in mithai form,
The Royal Sweet Connoisseur's Collection,,27,Kesar Phirni Tartlets Shahi,,Phirni served in tart shells,
The Royal Sweet Connoisseur's Collection,,28,Ghewar Cheesecake Rajsi Delight,,Crisp ghewar with creamy cheesecake topping,
The Royal Sweet Connoisseur's Collection,,29,Malai Sandwich Fusion Vilas,,Layered milk sweet with cream filling,
The Royal Sweet Connoisseur's Collection,,30,Rabdi Parfait Royal Indulgence,,Layered dessert with rabdi and textures,
The Royal Sweet Connoisseur's Collection,,31,Gold Dust Dry Fruit Ladoo Rajsi,,Luxury laddoos with edible gold finish,
The Royal Sweet Connoisseur's Collection,,32,Pista Anjeer Katli Shahi Khazana,,Fig and pistachio layered katli,
The Royal Sweet Connoisseur's Collection,,33,Kaju Paan Roll Darbari Delight,,Cashew roll with paan flavoured core,
The Royal Sweet Connoisseur's Collection,,34,Badam Chocolate Crunch Vilas,,Almond mithai with crunchy chocolate,
The Royal Sweet Connoisseur's Collection,,35,Luxury Nut Truffle Mithai Rajwada,,Dry fruit truffles with Indian flavours,
The Royal Sweet Connoisseur's Collection,,36,Kaju Cranberry Fusion Barfi Rajsi,,Cashew fudge with cranberry twist,
The Royal Sweet Connoisseur's Collection,,37,Pista Rose Delight Darbari,,Pistachio mithai with rose flavour,
The Royal Sweet Connoisseur's Collection,,38,Dry Fruit Baklava Mithai Rajputana,,Indian take on baklava with desi flavours,
The Royal Sweet Connoisseur's Collection,,39,Dates Nut Fusion Ladoo Shahi,,Date-based laddoos with premium nuts,
The Royal Sweet Connoisseur's Collection,,40,Kaju Coffee Fusion Katli Vilas,,Cashew fudge with coffee infusion,
The Royal Sweet Connoisseur's Collection,,41,Mithai Bon Bons Rajsi Collection,,Chocolate-coated mithai spheres,
The Royal Sweet Connoisseur's Collection,,42,Mini Mithai Petit Fours Shahi,,Bite-sized luxury mithai assortment,
The Royal Sweet Connoisseur's Collection,,43,Mithai Macaron Fusion Darbar,,Macarons with Indian sweet fillings,
The Royal Sweet Connoisseur's Collection,,44,Kesar White Chocolate Truffles Rajwada,,Truffles infused with saffron,
The Royal Sweet Connoisseur's Collection,,45,Paan Chocolate Bonbons Vilas,,Chocolate shells filled with paan mixture,
The Royal Sweet Connoisseur's Collection,,46,Rabdi Chocolate Cups Rajsi Delight,,Chocolate cups filled with rabdi,
The Royal Sweet Connoisseur's Collection,,47,Motichoor Ladoo Crumble Shots Shahi,,Layered dessert with motichoor texture,
The Royal Sweet Connoisseur's Collection,,48,Mithai Mille-Feuille Fusion Rajwada,,Layered pastry with Indian sweet flavours,
The Royal Sweet Connoisseur's Collection,,49,Kaju Pistachio Opera Mithai Darbari,,Layered mithai inspired by opera cake,
The Royal Sweet Connoisseur's Collection,,50,Royal Mithai Platter Deconstructed Vilas,,Modern presentation of classic mithais,
International Patisserie Studio,,1,Classic Tiramisu,,Coffee layered mascarpone dessert,
International Patisserie Studio,,2,Opera Pastry,,Chocolate & coffee layered cake,
International Patisserie Studio,,3,Blueberry Cheesecake,,Baked cheesecake with berry compote,
International Patisserie Studio,,4,New York Cheesecake,,Classic creamy cheesecake,
International Patisserie Studio,,5,Chocolate Truffle Gateau,,Rich chocolate cake,
International Patisserie Studio,,6,Red Velvet Slice,,Soft cocoa cake with cream cheese frosting,
International Patisserie Studio,,7,Ferrero Rocher Cake,,Hazelnut chocolate indulgence,
International Patisserie Studio,,8,Black Forest Gateau,,Chocolate cake with cherries & cream,
International Patisserie Studio,,9,Fruit Gateau,,Light sponge with fresh fruits,
Petit Desserts & Mini Indulgences,,1,Chocolate Mousse Cups,,Smooth chocolate mousse,
Petit Desserts & Mini Indulgences,,2,Panna Cotta,,Italian vanilla cream dessert,
Petit Desserts & Mini Indulgences,,3,Crème Brûlée,,Custard with caramelised sugar top,
Petit Desserts & Mini Indulgences,,4,Macarons Selection,,French almond cookies in flavours,
Petit Desserts & Mini Indulgences,,5,Éclairs,,Choux pastry filled with cream,
Petit Desserts & Mini Indulgences,,6,Mini Tartlets,,Fruit & chocolate filled tarts,
Petit Desserts & Mini Indulgences,,7,Dessert Verrines,,Layered glass desserts,
Ice Cream & Gelato Bar,,1,Vanilla Bean Ice Cream,,Classic vanilla flavour,
Ice Cream & Gelato Bar,,2,Belgian Chocolate Ice Cream,,Rich chocolate,
Ice Cream & Gelato Bar,,3,Strawberry Cream Ice Cream,,Fresh strawberry flavour,
Ice Cream & Gelato Bar,,4,Butterscotch Crunch,,Caramel & praline,
Ice Cream & Gelato Bar,,5,Paan Ice Cream,,Indian paan flavoured,
Ice Cream & Gelato Bar,,6,Sitaphal Ice Cream,,Seasonal custard apple,
Ice Cream & Gelato Bar,,7,Gelato Selection,,Italian-style dense ice creams,
Live Dessert Experience Counters,,1,Chocolate Fountain Station,,Flowing chocolate with dips,
Live Dessert Experience Counters,,2,Waffle & Pancake Bar,,Fresh waffles with toppings,
Live Dessert Experience Counters,,3,Crepe Live Station,,Thin pancakes with fillings,
Live Dessert Experience Counters,,4,Nitrogen Ice Cream,,Instant frozen desserts,
Live Dessert Experience Counters,,5,Kulfi Live Station,,Traditional Indian ice cream,
Royal Beverage Pairing (Dessert Drinks),,1,Kesariya Thandai,,Saffron infused milk drink,
Royal Beverage Pairing (Dessert Drinks),,2,Rose Milk Delight,,Chilled rose flavoured milk,
Royal Beverage Pairing (Dessert Drinks),,3,Badam Milk,,Almond enriched milk,
Royal Beverage Pairing (Dessert Drinks),,4,Hot Chocolate,,Rich cocoa beverage,
